start	type	end
7869	1	8829
9723	1	8829
3897	1	8829
5361	1	5879
5361	1	5880
5361	1	5881
5362	1	5879
5362	1	5880
5362	1	5881
55558	1	5879
55558	1	5880
55558	1	5881
5361	1	27289
5362	1	27289
55558	1	27289
23654	1	23365
5364	1	23365
5365	1	23365
23365	1	387
23654	1	27289
5364	1	27289
5365	1	27289
27289	1	23365
8482	1	3688
8482	1	10154
10505	1	23654
10505	1	5364
10505	1	5365
10507	1	23654
10507	1	5364
10507	1	5365
10509	1	23654
10509	1	5364
10509	1	5365
54910	1	23654
54910	1	5364
54910	1	5365
57715	1	23654
57715	1	5364
57715	1	5365
64218	1	23654
64218	1	5364
64218	1	5365
2534	1	1020
5335	1	11261
5335	1	5530
5335	1	5532
5335	1	5533
5335	1	5534
5335	1	5535
5335	1	63928
5336	1	11261
5336	1	5530
5336	1	5532
5336	1	5533
5336	1	5534
5336	1	5535
5336	1	63928
5335	1	5578
5335	1	5579
5335	1	5582
5336	1	5578
5336	1	5579
5336	1	5582
5335	1	100137049
5335	1	26279
5335	1	30814
5335	1	50487
5335	1	5319
5335	1	5320
5335	1	5321
5335	1	5322
5335	1	64600
5335	1	81579
5335	1	8398
5335	1	8399
5335	1	84647
5335	1	8681
5336	1	100137049
5336	1	26279
5336	1	30814
5336	1	50487
5336	1	5319
5336	1	5320
5336	1	5321
5336	1	5322
5336	1	64600
5336	1	81579
5336	1	8398
5336	1	8399
5336	1	84647
5336	1	8681
5335	1	4846
5336	1	4846
23533	1	5879
23533	1	5880
23533	1	5881
5290	1	5879
5290	1	5880
5290	1	5881
5291	1	5879
5291	1	5880
5291	1	5881
5293	1	5879
5293	1	5880
5293	1	5881
5294	1	5879
5294	1	5880
5294	1	5881
5295	1	5879
5295	1	5880
5295	1	5881
5296	1	5879
5296	1	5880
5296	1	5881
8503	1	5879
8503	1	5880
8503	1	5881
3791	1	9047
3791	1	5335
3791	1	5336
3791	1	25759
3791	1	5747
3791	1	5829
3791	1	998
3791	1	23533
3791	1	5290
3791	1	5291
3791	1	5293
3791	1	5294
3791	1	5295
3791	1	5296
3791	1	8503
3791	1	6714
6714	1	23533
6714	1	5290
6714	1	5291
6714	1	5293
6714	1	5294
6714	1	5295
6714	1	5296
6714	1	8503
998	1	1432
998	1	5600
998	1	5603
998	1	6300
9855	1	387
387	1	1729
387	1	23396
103910	1	60
103910	1	646048
103910	1	646821
103910	1	648921
103910	1	71
10398	1	60
10398	1	646048
10398	1	646821
10398	1	648921
10398	1	71
10627	1	60
10627	1	646048
10627	1	646821
10627	1	648921
10627	1	71
29895	1	60
29895	1	646048
29895	1	646821
29895	1	648921
29895	1	71
4633	1	60
4633	1	646048
4633	1	646821
4633	1	648921
4633	1	71
4636	1	60
4636	1	646048
4636	1	646821
4636	1	648921
4636	1	71
58498	1	60
58498	1	646048
58498	1	646821
58498	1	648921
58498	1	71
93408	1	60
93408	1	646048
93408	1	646821
93408	1	648921
93408	1	71
3688	1	6714
3690	1	6714
3691	1	6714
3693	1	6714
3694	1	6714
3695	1	6714
3696	1	6714
3690	1	5747
3691	1	5747
3693	1	5747
3694	1	5747
3695	1	5747
3696	1	5747
5747	1	23533
5747	1	5290
5747	1	5291
5747	1	5293
5747	1	5294
5747	1	5295
5747	1	5296
5747	1	8503
10451	1	5879
10451	1	5880
10451	1	5881
7409	1	5879
7409	1	5880
7409	1	5881
7410	1	5879
7410	1	5880
7410	1	5881
857	1	2534
858	1	2534
859	1	2534
9564	1	1398
9564	1	1399
1398	1	1793
1399	1	1793
1793	1	5879
1793	1	5880
1793	1	5881
1398	1	2889
1399	1	2889
2889	1	5906
2889	1	5908
5906	1	5599
5906	1	5601
5906	1	5602
5908	1	5599
5908	1	5601
5908	1	5602
1398	1	5829
1399	1	5829
3265	1	23533
3265	1	5290
3265	1	5291
3265	1	5293
3265	1	5294
3265	1	5295
3265	1	5296
3265	1	8503
1956	1	5747
2064	1	5747
2321	1	5747
2324	1	5747
3480	1	5747
4233	1	5747
5156	1	5747
5159	1	5747
1956	1	23533
1956	1	5290
1956	1	5291
1956	1	5293
1956	1	5294
1956	1	5295
1956	1	5296
1956	1	8503
2321	1	23533
2321	1	5290
2321	1	5291
2321	1	5293
2321	1	5294
2321	1	5295
2321	1	5296
2321	1	8503
2324	1	23533
2324	1	5290
2324	1	5291
2324	1	5293
2324	1	5294
2324	1	5295
2324	1	5296
2324	1	8503
3480	1	23533
3480	1	5290
3480	1	5291
3480	1	5293
3480	1	5294
3480	1	5295
3480	1	5296
3480	1	8503
4233	1	23533
4233	1	5290
4233	1	5291
4233	1	5293
4233	1	5294
4233	1	5295
4233	1	5296
4233	1	8503
5156	1	23533
5156	1	5290
5156	1	5291
5156	1	5293
5156	1	5294
5156	1	5295
5156	1	5296
5156	1	8503
5159	1	23533
5159	1	5290
5159	1	5291
5159	1	5293
5159	1	5294
5159	1	5295
5159	1	5296
5159	1	8503
1950	1	2064
1950	1	2321
1950	1	2324
1950	1	3480
1950	1	3791
1950	1	4233
1950	1	5156
1950	1	5159
2277	1	1956
2277	1	2064
2277	1	2321
2277	1	3480
2277	1	4233
2277	1	5156
2277	1	5159
3082	1	1956
3082	1	2064
3082	1	2321
3082	1	2324
3082	1	3480
3082	1	3791
3082	1	5156
3082	1	5159
3479	1	1956
3479	1	2064
3479	1	2321
3479	1	2324
3479	1	3480
3479	1	3791
3479	1	4233
3479	1	5156
3479	1	5159
5154	1	1956
5154	1	2064
5154	1	2321
5154	1	2324
5154	1	3480
5154	1	3791
5154	1	4233
5155	1	1956
5155	1	2064
5155	1	2321
5155	1	2324
5155	1	3480
5155	1	3791
5155	1	4233
5228	1	1956
5228	1	2064
5228	1	2321
5228	1	2324
5228	1	3480
5228	1	3791
5228	1	4233
5228	1	5156
5228	1	5159
56034	1	1956
56034	1	2064
56034	1	2321
56034	1	2324
56034	1	3480
56034	1	3791
56034	1	4233
56034	1	5159
7422	1	1956
7422	1	2064
7422	1	2324
7422	1	3480
7422	1	4233
7422	1	5156
7422	1	5159
7423	1	1956
7423	1	2064
7423	1	2324
7423	1	3480
7423	1	3791
7423	1	4233
7423	1	5156
7423	1	5159
7424	1	1956
7424	1	2064
7424	1	2321
7424	1	3480
7424	1	4233
7424	1	5156
7424	1	5159
80310	1	1956
80310	1	2064
80310	1	2321
80310	1	2324
80310	1	3480
80310	1	3791
80310	1	4233
80310	1	5156
80310	1	5159
2321	1	25759
2321	1	399694
2321	1	53358
2321	1	6464
2324	1	25759
2324	1	399694
2324	1	53358
2324	1	6464
3480	1	25759
3480	1	399694
3480	1	53358
3480	1	6464
3791	1	399694
3791	1	53358
3791	1	6464
4233	1	25759
4233	1	399694
4233	1	53358
4233	1	6464
5156	1	25759
5156	1	399694
5156	1	53358
5156	1	6464
5159	1	25759
5159	1	399694
5159	1	53358
5159	1	6464
10319	1	3688
10319	1	3690
10319	1	3691
10319	1	3693
10319	1	3694
10319	1	3695
10319	1	3696
10319	1	22801
10319	1	3655
10319	1	3672
10319	1	3673
10319	1	3674
10319	1	3675
10319	1	3676
10319	1	3678
10319	1	3679
10319	1	3680
10319	1	3685
10319	1	8515
10319	1	8516
1101	1	3688
1101	1	3690
1101	1	3691
1101	1	3693
1101	1	3694
1101	1	3695
1101	1	3696
1101	1	22801
1101	1	3655
1101	1	3672
1101	1	3673
1101	1	3674
1101	1	3675
1101	1	3676
1101	1	3678
1101	1	3679
1101	1	3680
1101	1	3685
1101	1	8515
1101	1	8516
1277	1	3688
1277	1	3690
1277	1	3691
1277	1	3693
1277	1	3694
1277	1	3695
1277	1	3696
1277	1	22801
1277	1	3655
1277	1	3672
1277	1	3673
1277	1	3674
1277	1	3675
1277	1	3676
1277	1	3678
1277	1	3679
1277	1	3680
1277	1	3685
1277	1	8515
1277	1	8516
1278	1	3688
1278	1	3690
1278	1	3691
1278	1	3693
1278	1	3694
1278	1	3695
1278	1	3696
1278	1	22801
1278	1	3655
1278	1	3672
1278	1	3673
1278	1	3674
1278	1	3675
1278	1	3676
1278	1	3678
1278	1	3679
1278	1	3680
1278	1	3685
1278	1	8515
1278	1	8516
1280	1	3688
1280	1	3690
1280	1	3691
1280	1	3693
1280	1	3694
1280	1	3695
1280	1	3696
1280	1	22801
1280	1	3655
1280	1	3672
1280	1	3673
1280	1	3674
1280	1	3675
1280	1	3676
1280	1	3678
1280	1	3679
1280	1	3680
1280	1	3685
1280	1	8515
1280	1	8516
1281	1	3688
1281	1	3690
1281	1	3691
1281	1	3693
1281	1	3694
1281	1	3695
1281	1	3696
1281	1	22801
1281	1	3655
1281	1	3672
1281	1	3673
1281	1	3674
1281	1	3675
1281	1	3676
1281	1	3678
1281	1	3679
1281	1	3680
1281	1	3685
1281	1	8515
1281	1	8516
1282	1	3688
1282	1	3690
1282	1	3691
1282	1	3693
1282	1	3694
1282	1	3695
1282	1	3696
1282	1	22801
1282	1	3655
1282	1	3672
1282	1	3673
1282	1	3674
1282	1	3675
1282	1	3676
1282	1	3678
1282	1	3679
1282	1	3680
1282	1	3685
1282	1	8515
1282	1	8516
1284	1	3688
1284	1	3690
1284	1	3691
1284	1	3693
1284	1	3694
1284	1	3695
1284	1	3696
1284	1	22801
1284	1	3655
1284	1	3672
1284	1	3673
1284	1	3674
1284	1	3675
1284	1	3676
1284	1	3678
1284	1	3679
1284	1	3680
1284	1	3685
1284	1	8515
1284	1	8516
1286	1	3688
1286	1	3690
1286	1	3691
1286	1	3693
1286	1	3694
1286	1	3695
1286	1	3696
1286	1	22801
1286	1	3655
1286	1	3672
1286	1	3673
1286	1	3674
1286	1	3675
1286	1	3676
1286	1	3678
1286	1	3679
1286	1	3680
1286	1	3685
1286	1	8515
1286	1	8516
1288	1	3688
1288	1	3690
1288	1	3691
1288	1	3693
1288	1	3694
1288	1	3695
1288	1	3696
1288	1	22801
1288	1	3655
1288	1	3672
1288	1	3673
1288	1	3674
1288	1	3675
1288	1	3676
1288	1	3678
1288	1	3679
1288	1	3680
1288	1	3685
1288	1	8515
1288	1	8516
1289	1	3688
1289	1	3690
1289	1	3691
1289	1	3693
1289	1	3694
1289	1	3695
1289	1	3696
1289	1	22801
1289	1	3655
1289	1	3672
1289	1	3673
1289	1	3674
1289	1	3675
1289	1	3676
1289	1	3678
1289	1	3679
1289	1	3680
1289	1	3685
1289	1	8515
1289	1	8516
1290	1	3688
1290	1	3690
1290	1	3691
1290	1	3693
1290	1	3694
1290	1	3695
1290	1	3696
1290	1	22801
1290	1	3655
1290	1	3672
1290	1	3673
1290	1	3674
1290	1	3675
1290	1	3676
1290	1	3678
1290	1	3679
1290	1	3680
1290	1	3685
1290	1	8515
1290	1	8516
1291	1	3688
1291	1	3690
1291	1	3691
1291	1	3693
1291	1	3694
1291	1	3695
1291	1	3696
1291	1	22801
1291	1	3655
1291	1	3672
1291	1	3673
1291	1	3674
1291	1	3675
1291	1	3676
1291	1	3678
1291	1	3679
1291	1	3680
1291	1	3685
1291	1	8515
1291	1	8516
1292	1	3688
1292	1	3690
1292	1	3691
1292	1	3693
1292	1	3694
1292	1	3695
1292	1	3696
1292	1	22801
1292	1	3655
1292	1	3672
1292	1	3673
1292	1	3674
1292	1	3675
1292	1	3676
1292	1	3678
1292	1	3679
1292	1	3680
1292	1	3685
1292	1	8515
1292	1	8516
1293	1	3688
1293	1	3690
1293	1	3691
1293	1	3693
1293	1	3694
1293	1	3695
1293	1	3696
1293	1	22801
1293	1	3655
1293	1	3672
1293	1	3673
1293	1	3674
1293	1	3675
1293	1	3676
1293	1	3678
1293	1	3679
1293	1	3680
1293	1	3685
1293	1	8515
1293	1	8516
1301	1	3688
1301	1	3690
1301	1	3691
1301	1	3693
1301	1	3694
1301	1	3695
1301	1	3696
1301	1	22801
1301	1	3655
1301	1	3672
1301	1	3673
1301	1	3674
1301	1	3675
1301	1	3676
1301	1	3678
1301	1	3679
1301	1	3680
1301	1	3685
1301	1	8515
1301	1	8516
1302	1	3688
1302	1	3690
1302	1	3691
1302	1	3693
1302	1	3694
1302	1	3695
1302	1	3696
1302	1	22801
1302	1	3655
1302	1	3672
1302	1	3673
1302	1	3674
1302	1	3675
1302	1	3676
1302	1	3678
1302	1	3679
1302	1	3680
1302	1	3685
1302	1	8515
1302	1	8516
1311	1	3688
1311	1	3690
1311	1	3691
1311	1	3693
1311	1	3694
1311	1	3695
1311	1	3696
1311	1	22801
1311	1	3655
1311	1	3672
1311	1	3673
1311	1	3674
1311	1	3675
1311	1	3676
1311	1	3678
1311	1	3679
1311	1	3680
1311	1	3685
1311	1	8515
1311	1	8516
131873	1	3688
131873	1	3690
131873	1	3691
131873	1	3693
131873	1	3694
131873	1	3695
131873	1	3696
131873	1	22801
131873	1	3655
131873	1	3672
131873	1	3673
131873	1	3674
131873	1	3675
131873	1	3676
131873	1	3678
131873	1	3679
131873	1	3680
131873	1	3685
131873	1	8515
131873	1	8516
22798	1	3688
22798	1	3690
22798	1	3691
22798	1	3693
22798	1	3694
22798	1	3695
22798	1	3696
22798	1	22801
22798	1	3655
22798	1	3672
22798	1	3673
22798	1	3674
22798	1	3675
22798	1	3676
22798	1	3678
22798	1	3679
22798	1	3680
22798	1	3685
22798	1	8515
22798	1	8516
2335	1	3688
2335	1	3690
2335	1	3691
2335	1	3693
2335	1	3694
2335	1	3695
2335	1	3696
2335	1	22801
2335	1	3655
2335	1	3672
2335	1	3673
2335	1	3674
2335	1	3675
2335	1	3676
2335	1	3678
2335	1	3679
2335	1	3680
2335	1	3685
2335	1	8515
2335	1	8516
284217	1	3688
284217	1	3690
284217	1	3691
284217	1	3693
284217	1	3694
284217	1	3695
284217	1	3696
284217	1	22801
284217	1	3655
284217	1	3672
284217	1	3673
284217	1	3674
284217	1	3675
284217	1	3676
284217	1	3678
284217	1	3679
284217	1	3680
284217	1	3685
284217	1	8515
284217	1	8516
3371	1	3688
3371	1	3690
3371	1	3691
3371	1	3693
3371	1	3694
3371	1	3695
3371	1	3696
3371	1	22801
3371	1	3655
3371	1	3672
3371	1	3673
3371	1	3674
3371	1	3675
3371	1	3676
3371	1	3678
3371	1	3679
3371	1	3680
3371	1	3685
3371	1	8515
3371	1	8516
3381	1	3688
3381	1	3690
3381	1	3691
3381	1	3693
3381	1	3694
3381	1	3695
3381	1	3696
3381	1	22801
3381	1	3655
3381	1	3672
3381	1	3673
3381	1	3674
3381	1	3675
3381	1	3676
3381	1	3678
3381	1	3679
3381	1	3680
3381	1	3685
3381	1	8515
3381	1	8516
3908	1	3688
3908	1	3690
3908	1	3691
3908	1	3693
3908	1	3694
3908	1	3695
3908	1	3696
3908	1	22801
3908	1	3655
3908	1	3672
3908	1	3673
3908	1	3674
3908	1	3675
3908	1	3676
3908	1	3678
3908	1	3679
3908	1	3680
3908	1	3685
3908	1	8515
3908	1	8516
3909	1	3688
3909	1	3690
3909	1	3691
3909	1	3693
3909	1	3694
3909	1	3695
3909	1	3696
3909	1	22801
3909	1	3655
3909	1	3672
3909	1	3673
3909	1	3674
3909	1	3675
3909	1	3676
3909	1	3678
3909	1	3679
3909	1	3680
3909	1	3685
3909	1	8515
3909	1	8516
3910	1	3688
3910	1	3690
3910	1	3691
3910	1	3693
3910	1	3694
3910	1	3695
3910	1	3696
3910	1	22801
3910	1	3655
3910	1	3672
3910	1	3673
3910	1	3674
3910	1	3675
3910	1	3676
3910	1	3678
3910	1	3679
3910	1	3680
3910	1	3685
3910	1	8515
3910	1	8516
3911	1	3688
3911	1	3690
3911	1	3691
3911	1	3693
3911	1	3694
3911	1	3695
3911	1	3696
3911	1	22801
3911	1	3655
3911	1	3672
3911	1	3673
3911	1	3674
3911	1	3675
3911	1	3676
3911	1	3678
3911	1	3679
3911	1	3680
3911	1	3685
3911	1	8515
3911	1	8516
3912	1	3688
3912	1	3690
3912	1	3691
3912	1	3693
3912	1	3694
3912	1	3695
3912	1	3696
3912	1	22801
3912	1	3655
3912	1	3672
3912	1	3673
3912	1	3674
3912	1	3675
3912	1	3676
3912	1	3678
3912	1	3679
3912	1	3680
3912	1	3685
3912	1	8515
3912	1	8516
3913	1	3688
3913	1	3690
3913	1	3691
3913	1	3693
3913	1	3694
3913	1	3695
3913	1	3696
3913	1	22801
3913	1	3655
3913	1	3672
3913	1	3673
3913	1	3674
3913	1	3675
3913	1	3676
3913	1	3678
3913	1	3679
3913	1	3680
3913	1	3685
3913	1	8515
3913	1	8516
3914	1	3688
3914	1	3690
3914	1	3691
3914	1	3693
3914	1	3694
3914	1	3695
3914	1	3696
3914	1	22801
3914	1	3655
3914	1	3672
3914	1	3673
3914	1	3674
3914	1	3675
3914	1	3676
3914	1	3678
3914	1	3679
3914	1	3680
3914	1	3685
3914	1	8515
3914	1	8516
3915	1	3688
3915	1	3690
3915	1	3691
3915	1	3693
3915	1	3694
3915	1	3695
3915	1	3696
3915	1	22801
3915	1	3655
3915	1	3672
3915	1	3673
3915	1	3674
3915	1	3675
3915	1	3676
3915	1	3678
3915	1	3679
3915	1	3680
3915	1	3685
3915	1	8515
3915	1	8516
3918	1	3688
3918	1	3690
3918	1	3691
3918	1	3693
3918	1	3694
3918	1	3695
3918	1	3696
3918	1	22801
3918	1	3655
3918	1	3672
3918	1	3673
3918	1	3674
3918	1	3675
3918	1	3676
3918	1	3678
3918	1	3679
3918	1	3680
3918	1	3685
3918	1	8515
3918	1	8516
50509	1	3688
50509	1	3690
50509	1	3691
50509	1	3693
50509	1	3694
50509	1	3695
50509	1	3696
50509	1	22801
50509	1	3655
50509	1	3672
50509	1	3673
50509	1	3674
50509	1	3675
50509	1	3676
50509	1	3678
50509	1	3679
50509	1	3680
50509	1	3685
50509	1	8515
50509	1	8516
5649	1	3688
5649	1	3690
5649	1	3691
5649	1	3693
5649	1	3694
5649	1	3695
5649	1	3696
5649	1	22801
5649	1	3655
5649	1	3672
5649	1	3673
5649	1	3674
5649	1	3675
5649	1	3676
5649	1	3678
5649	1	3679
5649	1	3680
5649	1	3685
5649	1	8515
5649	1	8516
63923	1	3688
63923	1	3690
63923	1	3691
63923	1	3693
63923	1	3694
63923	1	3695
63923	1	3696
63923	1	22801
63923	1	3655
63923	1	3672
63923	1	3673
63923	1	3674
63923	1	3675
63923	1	3676
63923	1	3678
63923	1	3679
63923	1	3680
63923	1	3685
63923	1	8515
63923	1	8516
6696	1	3688
6696	1	3690
6696	1	3691
6696	1	3693
6696	1	3694
6696	1	3695
6696	1	3696
6696	1	22801
6696	1	3655
6696	1	3672
6696	1	3673
6696	1	3674
6696	1	3675
6696	1	3676
6696	1	3678
6696	1	3679
6696	1	3680
6696	1	3685
6696	1	8515
6696	1	8516
7057	1	3688
7057	1	3690
7057	1	3691
7057	1	3693
7057	1	3694
7057	1	3695
7057	1	3696
7057	1	22801
7057	1	3655
7057	1	3672
7057	1	3673
7057	1	3674
7057	1	3675
7057	1	3676
7057	1	3678
7057	1	3679
7057	1	3680
7057	1	3685
7057	1	8515
7057	1	8516
7058	1	3688
7058	1	3690
7058	1	3691
7058	1	3693
7058	1	3694
7058	1	3695
7058	1	3696
7058	1	22801
7058	1	3655
7058	1	3672
7058	1	3673
7058	1	3674
7058	1	3675
7058	1	3676
7058	1	3678
7058	1	3679
7058	1	3680
7058	1	3685
7058	1	8515
7058	1	8516
7059	1	3688
7059	1	3690
7059	1	3691
7059	1	3693
7059	1	3694
7059	1	3695
7059	1	3696
7059	1	22801
7059	1	3655
7059	1	3672
7059	1	3673
7059	1	3674
7059	1	3675
7059	1	3676
7059	1	3678
7059	1	3679
7059	1	3680
7059	1	3685
7059	1	8515
7059	1	8516
7060	1	3688
7060	1	3690
7060	1	3691
7060	1	3693
7060	1	3694
7060	1	3695
7060	1	3696
7060	1	22801
7060	1	3655
7060	1	3672
7060	1	3673
7060	1	3674
7060	1	3675
7060	1	3676
7060	1	3678
7060	1	3679
7060	1	3680
7060	1	3685
7060	1	8515
7060	1	8516
7143	1	3688
7143	1	3690
7143	1	3691
7143	1	3693
7143	1	3694
7143	1	3695
7143	1	3696
7143	1	22801
7143	1	3655
7143	1	3672
7143	1	3673
7143	1	3674
7143	1	3675
7143	1	3676
7143	1	3678
7143	1	3679
7143	1	3680
7143	1	3685
7143	1	8515
7143	1	8516
7148	1	3688
7148	1	3690
7148	1	3691
7148	1	3693
7148	1	3694
7148	1	3695
7148	1	3696
7148	1	22801
7148	1	3655
7148	1	3672
7148	1	3673
7148	1	3674
7148	1	3675
7148	1	3676
7148	1	3678
7148	1	3679
7148	1	3680
7148	1	3685
7148	1	8515
7148	1	8516
7448	1	3688
7448	1	3690
7448	1	3691
7448	1	3693
7448	1	3694
7448	1	3695
7448	1	3696
7448	1	22801
7448	1	3655
7448	1	3672
7448	1	3673
7448	1	3674
7448	1	3675
7448	1	3676
7448	1	3678
7448	1	3679
7448	1	3680
7448	1	3685
7448	1	8515
7448	1	8516
7450	1	3688
7450	1	3690
7450	1	3691
7450	1	3693
7450	1	3694
7450	1	3695
7450	1	3696
7450	1	22801
7450	1	3655
7450	1	3672
7450	1	3673
7450	1	3674
7450	1	3675
7450	1	3676
7450	1	3678
7450	1	3679
7450	1	3680
7450	1	3685
7450	1	8515
7450	1	8516
1277	1	960
1278	1	960
1280	1	960
1281	1	960
1282	1	960
1284	1	960
1286	1	960
1288	1	960
1289	1	960
1290	1	960
1291	1	960
1292	1	960
1293	1	960
1301	1	960
1302	1	960
131873	1	960
50509	1	960
2335	1	960
10319	1	960
22798	1	960
284217	1	960
3908	1	960
3909	1	960
3910	1	960
3911	1	960
3912	1	960
3913	1	960
3914	1	960
3915	1	960
3918	1	960
1277	1	6382
1277	1	6383
1277	1	6385
1277	1	9672
1278	1	6382
1278	1	6383
1278	1	6385
1278	1	9672
1280	1	6382
1280	1	6383
1280	1	6385
1280	1	9672
1281	1	6382
1281	1	6383
1281	1	6385
1281	1	9672
1282	1	6382
1282	1	6383
1282	1	6385
1282	1	9672
1284	1	6382
1284	1	6383
1284	1	6385
1284	1	9672
1286	1	6382
1286	1	6383
1286	1	6385
1286	1	9672
1288	1	6382
1288	1	6383
1288	1	6385
1288	1	9672
1289	1	6382
1289	1	6383
1289	1	6385
1289	1	9672
1290	1	6382
1290	1	6383
1290	1	6385
1290	1	9672
1291	1	6382
1291	1	6383
1291	1	6385
1291	1	9672
1292	1	6382
1292	1	6383
1292	1	6385
1292	1	9672
1293	1	6382
1293	1	6383
1293	1	6385
1293	1	9672
1301	1	6382
1301	1	6383
1301	1	6385
1301	1	9672
1302	1	6382
1302	1	6383
1302	1	6385
1302	1	9672
131873	1	6382
131873	1	6383
131873	1	6385
131873	1	9672
50509	1	6382
50509	1	6383
50509	1	6385
50509	1	9672
2335	1	6382
2335	1	6383
2335	1	6385
2335	1	9672
1311	1	6382
1311	1	6383
1311	1	6385
1311	1	9672
7057	1	6382
7057	1	6383
7057	1	6385
7057	1	9672
7058	1	6382
7058	1	6383
7058	1	6385
7058	1	9672
7059	1	6382
7059	1	6383
7059	1	6385
7059	1	9672
7060	1	6382
7060	1	6383
7060	1	6385
7060	1	9672
3371	1	6382
3371	1	6383
3371	1	6385
3371	1	9672
63923	1	6382
63923	1	6383
63923	1	6385
63923	1	9672
7143	1	6382
7143	1	6383
7143	1	6385
7143	1	9672
7148	1	6382
7148	1	6383
7148	1	6385
7148	1	9672
10319	1	22987
10319	1	9899
10319	1	9900
22798	1	22987
22798	1	9899
22798	1	9900
284217	1	22987
284217	1	9899
284217	1	9900
3908	1	22987
3908	1	9899
3908	1	9900
3909	1	22987
3909	1	9899
3909	1	9900
3910	1	22987
3910	1	9899
3910	1	9900
3911	1	22987
3911	1	9899
3911	1	9900
3912	1	22987
3912	1	9899
3912	1	9900
3913	1	22987
3913	1	9899
3913	1	9900
3914	1	22987
3914	1	9899
3914	1	9900
3915	1	22987
3915	1	9899
3915	1	9900
3918	1	22987
3918	1	9899
3918	1	9900
1311	1	948
7057	1	948
7058	1	948
7059	1	948
7060	1	948
7450	1	2815
7450	1	2812
7450	1	2811
7450	1	2814
1277	1	51206
1278	1	51206
1280	1	51206
1281	1	51206
1282	1	51206
1284	1	51206
1286	1	51206
1288	1	51206
1289	1	51206
1290	1	51206
1291	1	51206
1292	1	51206
1293	1	51206
1301	1	51206
1302	1	51206
131873	1	51206
50509	1	51206
10319	1	1605
22798	1	1605
284217	1	1605
3908	1	1605
3909	1	1605
3910	1	1605
3911	1	1605
3912	1	1605
3913	1	1605
3914	1	1605
3915	1	1605
3918	1	1605
375790	1	1605
3339	1	1605
1311	1	961
7057	1	961
7058	1	961
7059	1	961
7060	1	961
965	1	914
941	1	940
941	1	1493
942	1	940
942	1	1493
3108	1	920
3109	1	920
3111	1	920
3112	1	920
3113	1	920
3115	1	920
3117	1	920
3118	1	920
3119	1	920
3122	1	920
3123	1	920
3125	1	920
3126	1	920
3127	1	920
3105	1	925
3105	1	926
3106	1	925
3106	1	926
3107	1	925
3107	1	926
3133	1	925
3133	1	926
3134	1	925
3134	1	926
3135	1	925
3135	1	926
649853	1	925
649853	1	926
29126	1	5133
80380	1	5133
23308	1	29851
3689	1	10666
3683	1	10666
3689	1	3383
3689	1	3384
3689	1	3385
3683	1	3383
3683	1	3384
3683	1	3385
3383	1	3689
3383	1	3683
3384	1	3689
3384	1	3683
3385	1	3689
3385	1	3683
940	1	941
3684	1	3383
3688	1	7412
3676	1	7412
3680	1	7412
6404	1	6403
6404	1	6401
5175	1	5175
5817	1	10666
5819	1	10666
1000	1	1000
9369	1	22871
9369	1	54413
9369	1	57502
9369	1	57555
9378	1	22871
9378	1	54413
9378	1	57502
9378	1	57555
9379	1	22871
9379	1	54413
9379	1	57502
9379	1	57555
1272	1	4897
4684	1	4684
4684	1	4685
4685	1	4684
4685	1	4685
3897	1	3897
5818	1	5818
999	1	999
1002	1	1002
9855	1	998
998	1	8976
998	1	7454
998	1	8826
4301	1	60
4301	1	646048
4301	1	646821
4301	1	648921
4301	1	71
387	1	60
387	1	646048
387	1	646821
387	1	648921
387	1	71
5879	1	8826
5880	1	8826
5881	1	8826
5879	1	10163
5879	1	10810
5879	1	8936
5879	1	10458
5880	1	10163
5880	1	10810
5880	1	8936
5880	1	10458
5881	1	10163
5881	1	10810
5881	1	8936
5881	1	10458
1499	1	1499
25945	1	56288
5818	1	56288
5819	1	56288
81607	1	56288
8976	1	60
8976	1	646048
8976	1	646821
8976	1	648921
8976	1	71
7454	1	60
7454	1	646048
7454	1	646821
7454	1	648921
7454	1	71
8826	1	60
8826	1	646048
8826	1	646821
8826	1	648921
8826	1	71
1500	1	5879
1500	1	5880
1500	1	5881
1500	1	998
10163	1	60
10163	1	646048
10163	1	646821
10163	1	648921
10163	1	71
10810	1	60
10810	1	646048
10810	1	646821
10810	1	648921
10810	1	71
8936	1	60
8936	1	646048
8936	1	646821
8936	1	648921
8936	1	71
10458	1	60
10458	1	646048
10458	1	646821
10458	1	648921
10458	1	71
56288	1	150084
56288	1	50848
56288	1	58494
56288	1	83700
22800	1	4301
22808	1	4301
3265	1	4301
3845	1	4301
4893	1	4301
6237	1	4301
260425	1	5728
9863	1	5728
5578	1	60
5578	1	646048
5578	1	646821
5578	1	648921
5578	1	71
5579	1	60
5579	1	646048
5579	1	646821
5579	1	648921
5579	1	71
5580	1	60
5580	1	646048
5580	1	646821
5580	1	648921
5580	1	71
5581	1	60
5581	1	646048
5581	1	646821
5581	1	648921
5581	1	71
5582	1	60
5582	1	646048
5582	1	646821
5582	1	648921
5582	1	71
5583	1	60
5583	1	646048
5583	1	646821
5583	1	648921
5583	1	71
5588	1	60
5588	1	646048
5588	1	646821
5588	1	648921
5588	1	71
5578	1	387
5579	1	387
5580	1	387
5581	1	387
5582	1	387
5583	1	387
5588	1	387
998	1	50855
998	1	84552
998	1	84612
1902	1	2770
1902	1	2771
1902	1	2773
2770	1	3265
