start	type	end
2770	1	3845
2770	1	4893
2771	1	3265
2771	1	3845
2771	1	4893
2773	1	3265
2773	1	3845
2773	1	4893
5156	1	2885
5159	1	2885
5156	1	6714
5159	1	6714
6714	1	10746
10746	1	5607
2778	1	111
2778	1	112
1813	1	2770
1813	1	2771
1813	1	2773
2160	1	2158
2158	1	2159
2159	1	2147
2147	1	2243
2147	1	2244
2147	1	2266
2155	1	2159
2152	1	2159
2147	1	2162
2147	1	2165
2147	1	7056
7056	1	5624
5624	1	5054
2147	1	2158
2147	1	2160
5328	1	5329
2161	1	5340
2161	1	3818
3818	1	5340
3818	1	3827
3827	1	2161
715	1	720
715	1	721
716	1	720
716	1	721
712	1	720
712	1	721
713	1	720
713	1	721
714	1	720
714	1	721
720	1	718
721	1	718
717	1	718
718	1	727
727	1	729
729	1	730
730	1	731
730	1	732
730	1	733
731	1	735
732	1	735
733	1	735
10747	1	720
10747	1	721
5648	1	720
5648	1	721
727	1	728
718	1	719
5327	1	5340
5328	1	5340
3439	1	10197
3439	1	5720
3439	1	5721
3440	1	10197
3440	1	5720
3440	1	5721
3441	1	10197
3441	1	5720
3441	1	5721
3442	1	10197
3442	1	5720
3442	1	5721
3443	1	10197
3443	1	5720
3443	1	5721
3444	1	10197
3444	1	5720
3444	1	5721
3445	1	10197
3445	1	5720
3445	1	5721
3446	1	10197
3446	1	5720
3446	1	5721
3447	1	10197
3447	1	5720
3447	1	5721
3448	1	10197
3448	1	5720
3448	1	5721
3449	1	10197
3449	1	5720
3449	1	5721
3451	1	10197
3451	1	5720
3451	1	5721
3452	1	10197
3452	1	5720
3452	1	5721
4049	1	10197
4049	1	5720
4049	1	5721
4261	1	5993
4261	1	5994
4261	1	8625
4261	1	1385
4261	1	4800
4261	1	4801
4261	1	4802
3105	1	115653
3105	1	3802
3105	1	3803
3105	1	3804
3105	1	3805
3105	1	3806
3105	1	3808
3105	1	3809
3105	1	3810
3105	1	3811
3105	1	3812
3105	1	3821
3105	1	3822
3105	1	3823
3105	1	3824
3105	1	57292
3105	1	8302
3106	1	115653
3106	1	3802
3106	1	3803
3106	1	3804
3106	1	3805
3106	1	3806
3106	1	3808
3106	1	3809
3106	1	3810
3106	1	3811
3106	1	3812
3106	1	3821
3106	1	3822
3106	1	3823
3106	1	3824
3106	1	57292
3106	1	8302
3107	1	115653
3107	1	3802
3107	1	3803
3107	1	3804
3107	1	3805
3107	1	3806
3107	1	3808
3107	1	3809
3107	1	3810
3107	1	3811
3107	1	3812
3107	1	3821
3107	1	3822
3107	1	3823
3107	1	3824
3107	1	57292
3107	1	8302
3133	1	115653
3133	1	3802
3133	1	3803
3133	1	3804
3133	1	3805
3133	1	3806
3133	1	3808
3133	1	3809
3133	1	3810
3133	1	3811
3133	1	3812
3133	1	3821
3133	1	3822
3133	1	3823
3133	1	3824
3133	1	57292
3133	1	8302
3134	1	115653
3134	1	3802
3134	1	3803
3134	1	3804
3134	1	3805
3134	1	3806
3134	1	3808
3134	1	3809
3134	1	3810
3134	1	3811
3134	1	3812
3134	1	3821
3134	1	3822
3134	1	3823
3134	1	3824
3134	1	57292
3134	1	8302
3135	1	115653
3135	1	3802
3135	1	3803
3135	1	3804
3135	1	3805
3135	1	3806
3135	1	3808
3135	1	3809
3135	1	3810
3135	1	3811
3135	1	3812
3135	1	3821
3135	1	3822
3135	1	3823
3135	1	3824
3135	1	57292
3135	1	8302
649853	1	115653
649853	1	3802
649853	1	3803
649853	1	3804
649853	1	3805
649853	1	3806
649853	1	3808
649853	1	3809
649853	1	3810
649853	1	3811
649853	1	3812
649853	1	3821
649853	1	3822
649853	1	3823
649853	1	3824
649853	1	57292
649853	1	8302
3108	1	972
3109	1	972
1508	1	972
1514	1	972
1520	1	972
5641	1	972
7097	1	5879
7097	1	4615
7097	1	54472
7097	1	114609
4615	1	8772
4615	1	3654
4615	1	51135
929	1	7099
7099	1	4615
4615	1	7189
114609	1	7189
7189	1	6885
7189	1	3663
7099	1	353376
353376	1	148022
7100	1	4615
3654	1	7189
51135	1	7189
54106	1	4615
7098	1	148022
148022	1	7187
7187	1	29110
7187	1	9641
8737	1	6885
148022	1	7189
148022	1	8737
10254	1	3716
10254	1	3717
10254	1	3718
10254	1	7297
8027	1	3716
8027	1	3717
8027	1	3718
8027	1	7297
4276	1	22914
4277	1	22914
79465	1	22914
80328	1	22914
80329	1	22914
962	1	51744
3002	1	836
3002	1	637
3811	1	5777
3811	1	5781
3812	1	5777
3812	1	5781
3802	1	5777
3803	1	5777
3804	1	5777
3805	1	5777
57292	1	5777
3802	1	5781
3803	1	5781
3804	1	5781
3805	1	5781
57292	1	5781
3824	1	5777
3821	1	5777
3824	1	5781
3821	1	5781
3689	1	2185
3683	1	2185
3689	1	10451
3689	1	7409
3689	1	7410
3683	1	10451
3683	1	7409
3683	1	7410
51744	1	117157
51744	1	4068
4068	1	2534
7305	1	7535
7305	1	6850
2207	1	7535
2207	1	6850
919	1	7535
919	1	6850
7535	1	23533
7535	1	5290
7535	1	5291
7535	1	5293
7535	1	5294
7535	1	5295
7535	1	5296
7535	1	8503
6850	1	23533
6850	1	5290
6850	1	5291
6850	1	5293
6850	1	5294
6850	1	5295
6850	1	5296
6850	1	8503
10870	1	5335
10870	1	5336
10870	1	23533
10870	1	5290
10870	1	5291
10870	1	5293
10870	1	5294
10870	1	5295
10870	1	5296
10870	1	8503
5335	1	10451
5335	1	7409
5335	1	7410
5336	1	10451
5336	1	7409
5336	1	7410
2185	1	5879
2185	1	5880
2185	1	5881
3937	1	2885
27040	1	2885
7535	1	25759
7535	1	399694
7535	1	53358
7535	1	6464
6850	1	25759
6850	1	399694
6850	1	53358
6850	1	6464
10870	1	2885
27040	1	5335
27040	1	5336
51744	1	27040
3439	1	3459
3439	1	3460
3440	1	3459
3440	1	3460
3441	1	3459
3441	1	3460
3442	1	3459
3442	1	3460
3443	1	3459
3443	1	3460
3444	1	3459
3444	1	3460
3445	1	3459
3445	1	3460
3446	1	3459
3446	1	3460
3447	1	3459
3447	1	3460
3448	1	3459
3448	1	3460
3449	1	3459
3449	1	3460
3451	1	3459
3451	1	3460
3452	1	3459
3452	1	3460
3456	1	3459
3456	1	3460
3458	1	3454
3458	1	3455
29851	1	959
29851	1	23533
29851	1	5290
29851	1	5291
29851	1	5293
29851	1	5294
29851	1	5295
29851	1	5296
29851	1	8503
940	1	2885
6654	1	10125
6655	1	10125
10451	1	387
10451	1	998
7409	1	387
7409	1	998
7410	1	387
7410	1	998
940	1	23533
940	1	5290
940	1	5291
940	1	5293
940	1	5294
940	1	5295
940	1	5296
940	1	8503
5588	1	6885
10892	1	3551
10892	1	1147
8915	1	3551
8915	1	1147
84433	1	3551
84433	1	1147
930	1	23533
930	1	5290
930	1	5291
930	1	5293
930	1	5294
930	1	5295
930	1	5296
930	1	8503
930	1	10451
930	1	7409
930	1	7410
5879	1	5609
5879	1	6416
5880	1	5609
5880	1	6416
5881	1	5609
5881	1	6416
5879	1	5606
5879	1	5608
5879	1	650832
5880	1	5606
5880	1	5608
5880	1	650832
5881	1	5606
5881	1	5608
5881	1	650832
6850	1	9846
3937	1	5335
3937	1	5336
3937	1	10451
3937	1	7409
3937	1	7410
5906	1	3688
5906	1	3676
5908	1	3688
5908	1	3676
83593	1	3688
83593	1	3676
5906	1	3683
5906	1	3689
5908	1	3683
5908	1	3689
83593	1	3683
83593	1	3689
5906	1	3684
5908	1	3684
83593	1	3684
10411	1	5906
10411	1	5908
10411	1	83593
11069	1	5906
11069	1	5908
11069	1	83593
7294	1	10451
7294	1	7409
7294	1	7410
23533	1	3702
23533	1	7294
5290	1	3702
5290	1	7294
5291	1	3702
5291	1	7294
5293	1	3702
5293	1	7294
5294	1	3702
5294	1	7294
5295	1	3702
5295	1	7294
5296	1	3702
5296	1	7294
8503	1	3702
8503	1	7294
2770	1	23533
2770	1	5290
2770	1	5291
2770	1	5293
2770	1	5294
2770	1	5295
2770	1	5296
2770	1	8503
2771	1	23533
2771	1	5290
2771	1	5291
2771	1	5293
2771	1	5294
2771	1	5295
2771	1	5296
2771	1	8503
2773	1	23533
2773	1	5290
2773	1	5291
2773	1	5293
2773	1	5294
2773	1	5295
2773	1	5296
2773	1	8503
3383	1	5335
3383	1	5336
5879	1	1536
5879	1	27035
5879	1	50508
5879	1	1535
5879	1	4688
5879	1	653361
5879	1	4689
5566	1	5594
5566	1	5595
5567	1	5594
5567	1	5595
5568	1	5594
5568	1	5595
5613	1	5594
5613	1	5595
5616	1	5594
5616	1	5595
163688	1	11261
163688	1	5530
163688	1	5532
163688	1	5533
163688	1	5534
163688	1	5535
163688	1	63928
51806	1	11261
51806	1	5530
51806	1	5532
51806	1	5533
51806	1	5534
51806	1	5535
51806	1	63928
801	1	11261
801	1	5530
801	1	5532
801	1	5533
801	1	5534
801	1	5535
801	1	63928
805	1	11261
805	1	5530
805	1	5532
805	1	5533
805	1	5534
805	1	5535
805	1	63928
808	1	11261
808	1	5530
808	1	5532
808	1	5533
808	1	5534
808	1	5535
808	1	63928
810	1	11261
810	1	5530
810	1	5532
810	1	5533
810	1	5534
810	1	5535
810	1	63928
163688	1	815
163688	1	816
163688	1	817
163688	1	818
51806	1	815
51806	1	816
51806	1	817
51806	1	818
801	1	815
801	1	816
801	1	817
801	1	818
805	1	815
805	1	816
805	1	817
805	1	818
808	1	815
808	1	816
808	1	817
808	1	818
810	1	815
810	1	816
810	1	817
810	1	818
5906	1	369
5906	1	5894
5908	1	369
5908	1	5894
163688	1	3265
163688	1	3845
163688	1	4893
51806	1	3265
51806	1	3845
51806	1	4893
801	1	3265
801	1	3845
801	1	4893
805	1	3265
805	1	3845
805	1	4893
808	1	3265
808	1	3845
808	1	4893
810	1	3265
810	1	3845
810	1	4893
163688	1	814
51806	1	814
801	1	814
805	1	814
808	1	814
810	1	814
815	1	2911
815	1	2915
816	1	2911
816	1	2915
817	1	2911
817	1	2915
818	1	2911
818	1	2915
5592	1	10842
5593	1	10842
2911	1	10672
2911	1	2768
2911	1	2770
2911	1	2771
2911	1	2773
2911	1	2775
2911	1	2778
2911	1	2781
2915	1	10672
2915	1	2768
2915	1	2770
2915	1	2771
2915	1	2773
2915	1	2775
2915	1	2778
2915	1	2781
10672	1	100137049
10672	1	26279
10672	1	30814
10672	1	50487
10672	1	5319
10672	1	5320
10672	1	5321
10672	1	5322
10672	1	64600
10672	1	81579
10672	1	8398
10672	1	8399
10672	1	84647
10672	1	8681
2768	1	100137049
2768	1	26279
2768	1	30814
2768	1	50487
2768	1	5319
2768	1	5320
2768	1	5321
2768	1	5322
2768	1	64600
2768	1	81579
2768	1	8398
2768	1	8399
2768	1	84647
2768	1	8681
2770	1	100137049
2770	1	26279
2770	1	30814
2770	1	50487
2770	1	5319
2770	1	5320
2770	1	5321
2770	1	5322
2770	1	64600
2770	1	81579
2770	1	8398
2770	1	8399
2770	1	84647
2770	1	8681
2771	1	100137049
2771	1	26279
2771	1	30814
2771	1	50487
2771	1	5319
2771	1	5320
2771	1	5321
2771	1	5322
2771	1	64600
2771	1	81579
2771	1	8398
2771	1	8399
2771	1	84647
2771	1	8681
2773	1	100137049
2773	1	26279
2773	1	30814
2773	1	50487
2773	1	5319
2773	1	5320
2773	1	5321
2773	1	5322
2773	1	64600
2773	1	81579
2773	1	8398
2773	1	8399
2773	1	84647
2773	1	8681
2775	1	100137049
2775	1	26279
2775	1	30814
2775	1	50487
2775	1	5319
2775	1	5320
2775	1	5321
2775	1	5322
2775	1	64600
2775	1	81579
2775	1	8398
2775	1	8399
2775	1	84647
2775	1	8681
2778	1	100137049
2778	1	26279
2778	1	30814
2778	1	50487
2778	1	5319
2778	1	5320
2778	1	5321
2778	1	5322
2778	1	64600
2778	1	81579
2778	1	8398
2778	1	8399
2778	1	84647
2778	1	8681
2781	1	100137049
2781	1	26279
2781	1	30814
2781	1	50487
2781	1	5319
2781	1	5320
2781	1	5321
2781	1	5322
2781	1	64600
2781	1	81579
2781	1	8398
2781	1	8399
2781	1	84647
2781	1	8681
2890	1	4067
2891	1	4067
2892	1	4067
4067	1	5578
4067	1	5579
4067	1	5582
1392	1	1394
1394	1	10672
1394	1	2768
1394	1	2770
1394	1	2771
1394	1	2773
1394	1	2775
1394	1	2778
1394	1	2781
3480	1	10672
3480	1	2768
3480	1	2770
3480	1	2771
3480	1	2773
3480	1	2775
3480	1	2778
3480	1	2781
10798	1	2774
119678	1	2774
119679	1	2774
119682	1	2774
119687	1	2774
119692	1	2774
119694	1	2774
119695	1	2774
119749	1	2774
119764	1	2774
119765	1	2774
119772	1	2774
119774	1	2774
120065	1	2774
120066	1	2774
120586	1	2774
120775	1	2774
120776	1	2774
120787	1	2774
120793	1	2774
120796	1	2774
121130	1	2774
121275	1	2774
121364	1	2774
122740	1	2774
122742	1	2774
122748	1	2774
124538	1	2774
125958	1	2774
125962	1	2774
125963	1	2774
126370	1	2774
126541	1	2774
127059	1	2774
127062	1	2774
127064	1	2774
127066	1	2774
127068	1	2774
127069	1	2774
127074	1	2774
127077	1	2774
127385	1	2774
127623	1	2774
128360	1	2774
128367	1	2774
128368	1	2774
128371	1	2774
128372	1	2774
130075	1	2774
134083	1	2774
135924	1	2774
135941	1	2774
135946	1	2774
135948	1	2774
138799	1	2774
138802	1	2774
138803	1	2774
138804	1	2774
138805	1	2774
138881	1	2774
138882	1	2774
138883	1	2774
143496	1	2774
143502	1	2774
143503	1	2774
144124	1	2774
144125	1	2774
150681	1	2774
158131	1	2774
162998	1	2774
196335	1	2774
219417	1	2774
219428	1	2774
219429	1	2774
219431	1	2774
219432	1	2774
219436	1	2774
219437	1	2774
219438	1	2774
219447	1	2774
219453	1	2774
219464	1	2774
219469	1	2774
219473	1	2774
219477	1	2774
219479	1	2774
219482	1	2774
219484	1	2774
219487	1	2774
219493	1	2774
219858	1	2774
219865	1	2774
219869	1	2774
219870	1	2774
219873	1	2774
219874	1	2774
219875	1	2774
219952	1	2774
219954	1	2774
219956	1	2774
219957	1	2774
219958	1	2774
219959	1	2774
219960	1	2774
219965	1	2774
219968	1	2774
219981	1	2774
219982	1	2774
219983	1	2774
219986	1	2774
23538	1	2774
254783	1	2774
254786	1	2774
254879	1	2774
254973	1	2774
255725	1	2774
256144	1	2774
256148	1	2774
256892	1	2774
26188	1	2774
26189	1	2774
26211	1	2774
26212	1	2774
26219	1	2774
26245	1	2774
26246	1	2774
26248	1	2774
26333	1	2774
26338	1	2774
26339	1	2774
26476	1	2774
26492	1	2774
26493	1	2774
26494	1	2774
26496	1	2774
26529	1	2774
26531	1	2774
26532	1	2774
26533	1	2774
26534	1	2774
26538	1	2774
26539	1	2774
26658	1	2774
26659	1	2774
26664	1	2774
26682	1	2774
26683	1	2774
26686	1	2774
26689	1	2774
26692	1	2774
26696	1	2774
26707	1	2774
26716	1	2774
26735	1	2774
26737	1	2774
26740	1	2774
282763	1	2774
282770	1	2774
282775	1	2774
283092	1	2774
283093	1	2774
283111	1	2774
283159	1	2774
283160	1	2774
283162	1	2774
283189	1	2774
283297	1	2774
283365	1	2774
283694	1	2774
284383	1	2774
284433	1	2774
284521	1	2774
284532	1	2774
285659	1	2774
286362	1	2774
286365	1	2774
338662	1	2774
338674	1	2774
338675	1	2774
338751	1	2774
338755	1	2774
340980	1	2774
341152	1	2774
341276	1	2774
341416	1	2774
341418	1	2774
341568	1	2774
341799	1	2774
343169	1	2774
343171	1	2774
343172	1	2774
343173	1	2774
343406	1	2774
343563	1	2774
346517	1	2774
346525	1	2774
346528	1	2774
347168	1	2774
347169	1	2774
347468	1	2774
387748	1	2774
389090	1	2774
390036	1	2774
390037	1	2774
390038	1	2774
390054	1	2774
390058	1	2774
390059	1	2774
390061	1	2774
390063	1	2774
390064	1	2774
390066	1	2774
390067	1	2774
390072	1	2774
390075	1	2774
390077	1	2774
390078	1	2774
390079	1	2774
390081	1	2774
390083	1	2774
390084	1	2774
390093	1	2774
390113	1	2774
390142	1	2774
390144	1	2774
390151	1	2774
390152	1	2774
390154	1	2774
390155	1	2774
390157	1	2774
390162	1	2774
390167	1	2774
390168	1	2774
390174	1	2774
390181	1	2774
390191	1	2774
390195	1	2774
390197	1	2774
390199	1	2774
390201	1	2774
390260	1	2774
390261	1	2774
390264	1	2774
390265	1	2774
390275	1	2774
390321	1	2774
390323	1	2774
390326	1	2774
390327	1	2774
390429	1	2774
390431	1	2774
390433	1	2774
390436	1	2774
390437	1	2774
390439	1	2774
390442	1	2774
390445	1	2774
390538	1	2774
390648	1	2774
390649	1	2774
390882	1	2774
390883	1	2774
390892	1	2774
391107	1	2774
391109	1	2774
391112	1	2774
391114	1	2774
391189	1	2774
391190	1	2774
391191	1	2774
391192	1	2774
391194	1	2774
391195	1	2774
391196	1	2774
391211	1	2774
392138	1	2774
392309	1	2774
392376	1	2774
392390	1	2774
392391	1	2774
392392	1	2774
393046	1	2774
401427	1	2774
401665	1	2774
401666	1	2774
401667	1	2774
401992	1	2774
401993	1	2774
401994	1	2774
402135	1	2774
402317	1	2774
441608	1	2774
441639	1	2774
441669	1	2774
441670	1	2774
441911	1	2774
441933	1	2774
442186	1	2774
442191	1	2774
442194	1	2774
442361	1	2774
4991	1	2774
4992	1	2774
4993	1	2774
4994	1	2774
4995	1	2774
504189	1	2774
56656	1	2774
79290	1	2774
79295	1	2774
79310	1	2774
79317	1	2774
7932	1	2774
79324	1	2774
79339	1	2774
79345	1	2774
79473	1	2774
79501	1	2774
79541	1	2774
79544	1	2774
81050	1	2774
81061	1	2774
81099	1	2774
81127	1	2774
81168	1	2774
81282	1	2774
81285	1	2774
81300	1	2774
81309	1	2774
81318	1	2774
81327	1	2774
81328	1	2774
81392	1	2774
81399	1	2774
81442	1	2774
81448	1	2774
81469	1	2774
81470	1	2774
81472	1	2774
81696	1	2774
81697	1	2774
81797	1	2774
8383	1	2774
8385	1	2774
8386	1	2774
8387	1	2774
8388	1	2774
8390	1	2774
8392	1	2774
8590	1	2774
83756	1	346562
80835	1	346562
346562	1	5136
2782	1	5330
2784	1	5330
2785	1	5330
51764	1	5330
259285	1	346562
259286	1	346562
259287	1	346562
259289	1	346562
259290	1	346562
259291	1	346562
259292	1	346562
259294	1	346562
259295	1	346562
259296	1	346562
338398	1	346562
353164	1	346562
50831	1	346562
50832	1	346562
50833	1	346562
50834	1	346562
50835	1	346562
50836	1	346562
50837	1	346562
50838	1	346562
50839	1	346562
50840	1	346562
54429	1	346562
5726	1	346562
80834	1	346562
80834	1	2778
83756	1	2778
2782	1	112
2782	1	114
2782	1	196883
2784	1	112
2784	1	114
2784	1	196883
2785	1	112
2785	1	114
2785	1	196883
51764	1	112
51764	1	114
51764	1	196883
2149	1	10672
2149	1	2768
929	1	10672
929	1	2768
10672	1	23365
10672	1	9138
2768	1	23365
2768	1	9138
9138	1	387
387	1	1730
1729	1	345456
1729	1	375189
1729	1	5216
1729	1	5217
1730	1	345456
1730	1	375189
1730	1	5216
1730	1	5217
1956	1	6654
1956	1	6655
2260	1	6654
2260	1	6655
2261	1	6654
2261	1	6655
2263	1	6654
2263	1	6655
2264	1	6654
2264	1	6655
3645	1	6654
3645	1	6655
5156	1	6654
5156	1	6655
5159	1	6654
5159	1	6655
22800	1	369
22808	1	369
6237	1	369
22800	1	23533
22800	1	5290
22800	1	5291
22800	1	5293
22800	1	5294
22800	1	5295
22800	1	5296
22800	1	8503
22808	1	23533
22808	1	5290
22808	1	5291
22808	1	5293
22808	1	5294
22808	1	5295
22808	1	5296
22808	1	8503
3845	1	23533
3845	1	5290
3845	1	5291
3845	1	5293
3845	1	5294
3845	1	5295
3845	1	5296
3845	1	8503
4893	1	23533
4893	1	5290
4893	1	5291
4893	1	5293
4893	1	5294
4893	1	5295
4893	1	5296
4893	1	8503
6237	1	23533
6237	1	5290
6237	1	5291
6237	1	5293
6237	1	5294
6237	1	5295
6237	1	5296
6237	1	8503
22800	1	9459
22808	1	9459
3265	1	9459
3845	1	9459
4893	1	9459
6237	1	9459
22801	1	1445
3655	1	1445
3672	1	1445
3673	1	1445
3674	1	1445
3675	1	1445
3676	1	1445
3678	1	1445
3679	1	1445
3680	1	1445
3681	1	1445
3682	1	1445
3683	1	1445
3684	1	1445
3685	1	1445
3687	1	1445
3688	1	1445
3689	1	1445
3690	1	1445
3691	1	1445
3693	1	1445
3694	1	1445
3695	1	1445
3696	1	1445
8515	1	1445
8516	1	1445
22801	1	1398
22801	1	1399
22801	1	9564
22801	1	5747
3655	1	1398
3655	1	1399
3655	1	9564
3655	1	5747
3672	1	1398
3672	1	1399
3672	1	9564
3672	1	5747
3673	1	1398
3673	1	1399
3673	1	9564
3673	1	5747
3674	1	1398
3674	1	1399
3674	1	9564
3674	1	5747
3675	1	1398
3675	1	1399
3675	1	9564
3675	1	5747
3676	1	1398
3676	1	1399
3676	1	9564
3676	1	5747
3678	1	1398
3678	1	1399
3678	1	9564
3678	1	5747
3679	1	1398
3679	1	1399
3679	1	9564
3679	1	5747
3680	1	1398
3680	1	1399
3680	1	9564
3680	1	5747
3681	1	1398
3681	1	1399
3681	1	9564
3681	1	5747
3682	1	1398
3682	1	1399
3682	1	9564
3682	1	5747
3683	1	1398
3683	1	1399
3683	1	9564
3683	1	5747
3684	1	1398
3684	1	1399
3684	1	9564
3684	1	5747
3685	1	1398
3685	1	1399
3685	1	9564
3685	1	5747
3687	1	1398
3687	1	1399
3687	1	9564
3687	1	5747
3688	1	1398
3688	1	1399
3688	1	9564
3689	1	1398
3689	1	1399
3689	1	9564
3689	1	5747
3690	1	1398
3690	1	1399
3690	1	9564
3691	1	1398
3691	1	1399
3691	1	9564
3693	1	1398
3693	1	1399
3693	1	9564
3694	1	1398
3694	1	1399
3694	1	9564
3695	1	1398
3695	1	1399
3695	1	9564
3696	1	1398
3696	1	1399
3696	1	9564
8515	1	1398
8515	1	1399
8515	1	9564
8515	1	5747
8516	1	1398
8516	1	1399
8516	1	9564
8516	1	5747
1128	1	55970
1129	1	55970
1131	1	55970
1132	1	55970
1133	1	55970
623	1	55970
624	1	55970
55970	1	2245
55970	1	89846
2245	1	998
89846	1	998
5879	1	10788
5879	1	128239
5880	1	10788
5880	1	128239
5881	1	10788
5881	1	128239
998	1	10788
998	1	128239
998	1	81624
81624	1	10458
10458	1	55740
7454	1	10092
7454	1	10093
7454	1	10094
7454	1	10095
7454	1	10109
7454	1	10552
7454	1	653888
7454	1	81873
8976	1	10092
8976	1	10093
8976	1	10094
8976	1	10095
8976	1	10109
8976	1	10552
8976	1	653888
8976	1	81873
10297	1	50649
324	1	50649
50649	1	5879
50649	1	5880
50649	1	5881
8936	1	10092
8936	1	10093
8936	1	10094
8936	1	10095
8936	1	10109
8936	1	10552
8936	1	653888
8936	1	81873
55845	1	10092
55845	1	10093
55845	1	10094
55845	1	10095
55845	1	10109
55845	1	10552
55845	1	653888
55845	1	81873
10458	1	10163
10163	1	10092
10163	1	10093
10163	1	10094
10163	1	10095
10163	1	10109
10163	1	10552
10163	1	653888
10163	1	81873
6548	1	4478
6548	1	5962
6548	1	7430
9564	1	1793
5747	1	1793
8874	1	28964
9459	1	28964
9459	1	5879
9459	1	5880
9459	1	5881
8874	1	5879
8874	1	5880
8874	1	5881
55970	1	10298
55970	1	5058
55970	1	5062
55970	1	5063
55970	1	56924
55970	1	57144
26230	1	5879
26230	1	5880
26230	1	5881
7074	1	5879
7074	1	5880
7074	1	5881
3630	1	3643
3667	1	2885
8471	1	2885
8660	1	2885
3667	1	23533
3667	1	5290
3667	1	5291
3667	1	5293
3667	1	5294
3667	1	5295
3667	1	5296
3667	1	8503
8471	1	23533
8471	1	5290
8471	1	5291
8471	1	5293
8471	1	5294
8471	1	5295
8471	1	5296
8471	1	8503
8660	1	23533
8660	1	5290
8660	1	5291
8660	1	5293
8660	1	5294
8660	1	5295
8660	1	5296
8660	1	8503
2889	1	23433
1398	1	23433
1399	1	23433
2796	1	2798
2797	1	2798
2798	1	2778
2798	1	2767
2798	1	2776
4313	1	1839
5443	1	4157
4157	1	2778
3815	1	3265
3815	1	3845
3815	1	4893
1906	1	1910
1910	1	2770
1910	1	2771
1910	1	2773
1910	1	2775
2770	1	23236
2770	1	5330
2770	1	5331
2770	1	5332
2771	1	23236
2771	1	5330
2771	1	5331
2771	1	5332
2773	1	23236
2773	1	5330
2773	1	5331
2773	1	5332
2775	1	23236
2775	1	5330
2775	1	5331
2775	1	5332
7133	1	7186
5588	1	1147
5588	1	3551
5588	1	8517
9370	1	51094
9370	1	79602
8717	1	7186
5588	1	5599
5588	1	5601
5588	1	5602
4023	1	4035
348	1	4035
823	1	8851
824	1	8851
7132	1	1616
7133	1	1616
57679	1	5868
3064	1	3708
30001	1	9601
5058	1	9020
102	1	1839
6868	1	1839
10092	1	60
10092	1	646048
10092	1	646821
10092	1	648921
10092	1	71
81873	1	60
81873	1	646048
81873	1	646821
81873	1	648921
81873	1	71
9181	1	387
3320	1	367
3326	1	367
7184	1	367
367	1	367
836	1	1630
1398	1	23533
1398	1	5290
1398	1	5291
1398	1	5293
1398	1	5294
1398	1	5295
1398	1	5296
1398	1	8503
1399	1	23533
1399	1	5290
1399	1	5291
1399	1	5293
1399	1	5294
1399	1	5295
1399	1	5296
1399	1	8503
23624	1	23533
23624	1	5290
23624	1	5291
23624	1	5293
23624	1	5294
23624	1	5295
23624	1	5296
23624	1	8503
867	1	23533
867	1	5290
867	1	5291
867	1	5293
867	1	5294
867	1	5295
867	1	5296
867	1	8503
868	1	23533
868	1	5290
868	1	5291
868	1	5293
868	1	5294
868	1	5295
868	1	5296
868	1	8503
25	1	6776
25	1	6777
613	1	6776
613	1	6777
25	1	2885
613	1	2885
1956	1	3716
2064	1	3716
3480	1	5335
3480	1	5336
3480	1	2885
3815	1	23533
3815	1	5290
3815	1	5291
3815	1	5293
3815	1	5294
3815	1	5295
3815	1	5296
3815	1	8503
3815	1	2885
2322	1	23533
2322	1	5290
2322	1	5291
2322	1	5293
2322	1	5294
2322	1	5295
2322	1	5296
2322	1	8503
2322	1	2885
4233	1	2885
2260	1	2885
2261	1	2885
2263	1	2885
3265	1	11186
3845	1	11186
4893	1	11186
5578	1	369
5578	1	673
5579	1	369
5579	1	673
5582	1	369
5582	1	673
3265	1	5900
3845	1	5900
4893	1	5900
5900	1	5898
5900	1	5899
5898	1	10928
5899	1	10928
5898	1	5337
5899	1	5337
5900	1	387
5900	1	5879
5900	1	5880
5900	1	5881
1163	1	6502
2122	1	1487
2122	1	1488
2122	1	3065
2122	1	3066
861	1	1487
861	1	1488
861	1	3065
861	1	3066
2549	1	1398
2549	1	1399
2549	1	5781
2549	1	2885
5879	1	4790
5879	1	5970
5880	1	4790
5880	1	5970
5881	1	4790
5881	1	5970
10000	1	598
207	1	598
208	1	598
23533	1	5170
5290	1	5170
5291	1	5170
5293	1	5170
5294	1	5170
5295	1	5170
5296	1	5170
8503	1	5170
1950	1	2260
1950	1	2263
1950	1	3645
3479	1	2260
3479	1	2263
3479	1	3645
3630	1	1956
3630	1	2064
3630	1	2260
3630	1	2263
3630	1	3480
3630	1	3645
3630	1	5156
3630	1	5159
5154	1	2260
5154	1	2263
5154	1	3645
5155	1	2260
5155	1	2263
5155	1	3645
56034	1	2260
56034	1	2263
56034	1	3645
7039	1	2064
7039	1	2260
7039	1	2263
7039	1	3480
7039	1	3645
7039	1	5156
7039	1	5159
80310	1	2260
80310	1	2263
80310	1	3645
2260	1	23533
2260	1	5290
2260	1	5291
2260	1	5293
2260	1	5294
2260	1	5295
2260	1	5296
2260	1	8503
2263	1	23533
2263	1	5290
2263	1	5291
2263	1	5293
2263	1	5294
2263	1	5295
2263	1	5296
2263	1	8503
3645	1	23533
3645	1	5290
3645	1	5291
3645	1	5293
3645	1	5294
3645	1	5295
3645	1	5296
3645	1	8503
